Time (ms), Raw speed error (mV), Raw speed (mrad/s), Reference (mV), Control output (mV)
76899, -39, 5607, 3000, 8790
76949, 50, 5444, 3000, 8834
76999, -8, 5551, 3000, 8699
77049, -8, 5551, 3000, 8835
77099, -8, 5551, 3000, 8789
77149, 79, 5391, 3000, 8790
77200, -8, 5551, 3000, 8700
77249, 21, 5497, 3000, 8790
77299, -39, 5607, 3000, 8609
77350, 21, 5497, 3000, 8790
77399, 50, 5444, 3000, 8789
77449, -39, 5607, 3000, 8790
77499, 50, 5444, 3000, 8789
77549, -8, 5551, 3000, 8790
77600, 79, 5391, 3000, 8835
77650, -39, 5607, 3000, 8790
77699, 21, 5497, 3000, 8835
77749, 21, 5497, 3000, 8791
77799, 21, 5497, 3000, 8790
77849, -8, 5551, 3000, 8790
77899, 50, 5444, 3000, 8835
77950, -8, 5551, 3000, 8790
78000, -8, 5551, 3000, 8790
78049, -8, 5551, 3000, 8791
78099, -39, 5607, 3000, 8790
78149, 21, 5497, 3000, 8790
78199, 21, 5497, 3000, 8790
78250, -39, 5607, 3000, 8700
78299, 21, 5497, 3000, 8789
78349, -8, 5551, 3000, 8790
78400, 106, 5340, 3000, 8876
78449, -39, 5607, 3000, 8654
78499, -8, 5551, 3000, 8835
78549, -8, 5551, 3000, 8790
78599, 21, 5497, 3000, 8835
78649, -8, 5551, 3000, 8790
78699, 21, 5497, 3000, 8835
78749, -39, 5607, 3000, 8700
78799, 21, 5497, 3000, 8835
78849, -8, 5551, 3000, 8790
78899, 21, 5497, 3000, 8790
78949, 21, 5497, 3000, 8790
78999, 21, 5497, 3000, 8790
79050, -39, 5607, 3000, 8700
79100, 21, 5497, 3000, 8790
79149, 21, 5497, 3000, 8789
79199, 79, 5391, 3000, 8789
79249, 21, 5497, 3000, 8699
79301, -8, 5551, 3000, 8789
79349, 79, 5391, 3000, 8876
79400, 21, 5497, 3000, 8789
79449, 21, 5497, 3000, 8789
79499, 79, 5391, 3000, 8789
79549, 21, 5607, 3000, 8790
79599, 106, 5444, 3000, 8919
79649, -8, 5551, 3000, 8789
79701, 21, 5497, 3000, 8790
79749, -8, 5551, 3000, 8789
79799, 21, 5497, 3000, 8834
79849, -8, 5551, 3000, 8789
79900, -8, 5551, 3000, 8699
79950, 50, 5444, 3000, 8834
