Time (ms), Raw speed error (mV), Raw speed (mrad/s), Reference (mV), Control output (mV)
76850, -39, 5607, 3000, 8789
76899, 21, 5497, 3000, 8834
76949, -8, 5551, 3000, 8834
76999, 50, 5444, 3000, 8789
77049, -8, 5551, 3000, 8699
77100, -8, 5551, 3000, 8835
77149, -8, 5551, 3000, 8789
77199, 21, 5497, 3000, 8877
77250, 21, 5497, 3000, 8699
77299, 21, 5497, 3000, 8789
77350, 21, 5497, 3000, 8876
77399, -8, 5551, 3000, 8789
77449, 50, 5444, 3000, 8877
77499, -8, 5551, 3000, 8699
77549, 21, 5497, 3000, 8877
77599, -8, 5551, 3000, 8789
77651, -8, 5551, 3000, 8789
77699, 21, 5497, 3000, 8789
77749, -39, 5607, 3000, 8789
77799, 50, 5444, 3000, 8834
77849, -8, 5551, 3000, 8789
77899, -8, 5551, 3000, 8790
77950, -39, 5607, 3000, 8699
77999, -8, 5551, 3000, 8834
78050, 50, 5444, 3000, 8789
78099, 21, 5497, 3000, 8789
78149, 50, 5444, 3000, 8834
78199, -8, 5551, 3000, 8789
78250, 50, 5444, 3000, 8834
78299, -8, 5551, 3000, 8654
78349, 21, 5497, 3000, 8834
78399, -8, 5551, 3000, 8789
78449, 21, 5497, 3000, 8919
78499, -8, 5551, 3000, 8789
78549, 21, 5497, 3000, 8790
78600, -39, 5607, 3000, 8790
78649, -8, 5551, 3000, 8835
78699, -8, 5551, 3000, 8699
78749, 21, 5497, 3000, 8877
78800, -8, 5551, 3000, 8789
78849, -8, 5551, 3000, 8790
78899, -8, 5551, 3000, 8789
78949, 21, 5497, 3000, 8790
78999, 21, 5497, 3000, 8790
79049, 50, 5444, 3000, 8790
79100, -8, 5551, 3000, 8790
79149, 21, 5497, 3000, 8790
79199, 21, 5497, 3000, 8790
79252, 21, 5497, 3000, 8789
79299, 50, 5444, 3000, 8834
79349, 50, 5444, 3000, 8789
79400, -8, 5551, 3000, 8789
79449, -39, 5607, 3000, 8790
79499, 21, 5497, 3000, 8789
79551, -39, 5607, 3000, 8699
79601, 21, 5497, 3000, 8789
79649, -8, 5551, 3000, 8789
79699, 21, 5497, 3000, 8789
79749, -39, 5497, 3000, 8699
79799, -39, 5497, 3000, 8699
79849, 21, 5497, 3000, 8789
79900, -8, 5551, 3000, 8789
79950, 50, 5444, 3000, 8788
